HHID,PERSID,VPLID,RitID,HH_VALID,P_VALID,KHVM,WEGGEWEEST,VERTREKP,AANTVPL,VPLDAGNR,VERPL,VERPLNR,TOER,TOER_TYPE,AANTRIT,KMOTIEF,VERTPROV,AANKPROV,KAFSTV,KVERTTIJD,KREISDUUR,ROLAUTO,PARKEERKOSTEN,VERTRAGING,DAGSOORT,OORDEEL_AUTO,OORDEEL_TREIN,OORDEEL_BTM,OORDEEL_FIETS,OORDEEL_BROMMER,OORDEEL_LOPEN,GEBRUIK_AUTO_STELLING3,GEBRUIK_AUTO_STELLING4,GEBRUIK_TREIN_STELLING3,GEBRUIK_TREIN_STELLING4,GEBRUIK_BTM_STELLING3,GEBRUIK_BTM_STELLING4,GEBRUIK_FIETS_STELLING2,GEBRUIK_FIETS_STELLING3,GEBRUIK_LOPEN_STELLING3,GEBRUIK_LOPEN_STELLING4,HHPERS,HHSAM,N_KIND,HHBRUTOINK2_w5,HHAUTO_N,HHAUTO,HHBESTEL,HHHYBRID,HHMOTOR,HHBROM,HHSNOR,HHFIETS,HHVOUWFIETS,HHEBIKE
30055622,3005562201,13957101,1395710101,2,3,2,1,2,2,1,3,1,0,9,1,2,0,0,13,8,11,2,0,0,1,4,3,3,4,4,4,4,4,3,4,3,4,4,3,2,4,3,3,0,2,3,1,0,0,1,0,0,1,0,1
30055622,3005562201,13957102,1395710201,2,3,2,1,2,2,1,3,2,0,9,1,2,0,0,13,13,8,2,0,0,1,4,3,3,4,4,4,4,4,3,4,3,4,4,3,2,4,3,3,0,2,3,1,0,0,1,0,0,1,0,1
30055622,3005562201,13957201,1395720101,2,3,1,1,2,4,2,3,1,0,9,1,2,0,0,8,5,7,1,0,0,1,4,3,3,4,4,4,4,4,3,4,3,4,4,3,2,4,3,3,0,2,3,1,0,0,1,0,0,1,0,1
30055622,3005562201,13957202,1395720201,2,3,1,1,2,4,2,3,2,0,9,1,9,0,0,8,8,5,1,0,0,1,4,3,3,4,4,4,4,4,3,4,3,4,4,3,2,4,3,3,0,2,3,1,0,0,1,0,0,1,0,1
30204076,3020407601,14445303,1444530301,2,3,8,1,1,3,3,3,3,0,9,3,7,0,0,13,8,11,0,0,0,2,5,2,2,5,1,4,5,4,1,3,1,3,4,2,2,3,2,2,0,4,2,1,1,0,1,0,0,1,0,1
30204076,3020407601,14445303,1444530302,2,3,8,1,1,3,3,0,3,0,9,3,7,0,0,13,8,11,0,0,0,2,5,2,2,5,1,4,5,4,1,3,1,3,4,2,2,3,2,2,0,4,2,1,1,0,1,0,0,1,0,1
30204076,3020407601,14445303,1444530303,2,3,8,1,1,3,3,0,3,0,9,3,7,0,0,13,8,11,0,0,0,2,5,2,2,5,1,4,5,4,1,3,1,3,4,2,2,3,2,2,0,4,2,1,1,0,1,0,0,1,0,1
30356310,3035631001,17204101,1720410101,2,3,8,1,2,1,1,3,1,1,6,3,8,0,0,8,5,11,0,0,0,1,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204101,1720410102,2,3,8,1,2,1,1,0,1,1,6,3,8,0,0,8,5,11,0,0,0,1,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204101,1720410103,2,3,8,1,2,1,1,0,1,1,6,3,8,0,0,8,5,11,0,0,0,1,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204201,1720420101,2,3,7,1,2,4,2,3,1,0,9,1,7,0,0,3,5,4,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204202,1720420201,2,3,7,1,2,4,2,3,2,0,9,1,9,0,0,10,7,11,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204203,1720420301,2,3,8,1,2,4,2,3,3,0,9,3,7,0,0,7,11,7,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204203,1720420302,2,3,8,1,2,4,2,0,3,0,9,3,7,0,0,7,11,7,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204203,1720420303,2,3,8,1,2,4,2,0,3,0,9,3,7,0,0,7,11,7,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204204,1720420401,2,3,8,1,2,4,2,3,4,0,9,3,7,0,0,7,13,4,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204204,1720420402,2,3,8,1,2,4,2,0,4,0,9,3,7,0,0,7,13,4,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204204,1720420403,2,3,8,1,2,4,2,0,4,0,9,3,7,0,0,7,13,4,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204301,1720430101,2,3,8,1,2,4,3,3,1,0,9,3,7,0,0,11,5,10,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204301,1720430102,2,3,8,1,2,4,3,0,1,0,9,3,7,0,0,11,5,10,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204301,1720430103,2,3,8,1,2,4,3,0,1,0,9,3,7,0,0,11,5,10,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204302,1720430201,2,3,8,1,2,4,3,3,2,0,9,3,7,0,0,12,7,11,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204302,1720430202,2,3,8,1,2,4,3,0,2,0,9,3,7,0,0,12,7,11,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204302,1720430203,2,3,8,1,2,4,3,0,2,0,9,3,7,0,0,12,7,11,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204303,1720430301,2,3,8,1,2,4,3,3,3,0,9,3,7,0,0,13,10,9,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204303,1720430302,2,3,8,1,2,4,3,0,3,0,9,3,7,0,0,13,10,9,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631001,17204303,1720430303,2,3,8,1,2,4,3,0,3,0,9,3,7,0,0,13,10,9,0,0,0,2,4,3,3,4,2,4,4,4,2,4,2,4,4,4,2,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205101,1720510101,2,3,8,1,2,1,1,3,1,0,9,3,7,0,0,8,5,11,0,0,0,1,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205101,1720510102,2,3,8,1,2,1,1,0,1,0,9,3,7,0,0,8,5,11,0,0,0,1,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205101,1720510103,2,3,8,1,2,1,1,0,1,0,9,3,7,0,0,8,5,11,0,0,0,1,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205201,1720520101,2,3,7,1,2,4,2,3,1,0,9,1,7,0,0,3,5,4,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205202,1720520201,2,3,7,1,2,4,2,3,2,0,9,1,7,0,0,9,7,11,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205203,1720520301,2,3,8,1,2,4,2,3,3,0,9,3,7,0,0,7,11,7,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205203,1720520302,2,3,8,1,2,4,2,0,3,0,9,3,7,0,0,7,11,7,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205203,1720520303,2,3,8,1,2,4,2,0,3,0,9,3,7,0,0,7,11,7,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205204,1720520401,2,3,8,1,2,4,2,3,4,0,9,3,7,0,0,7,13,7,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205204,1720520402,2,3,8,1,2,4,2,0,4,0,9,3,7,0,0,7,13,7,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205204,1720520403,2,3,8,1,2,4,2,0,4,0,9,3,7,0,0,7,13,7,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205301,1720530101,2,3,8,1,2,4,3,3,1,0,9,3,7,0,0,11,5,10,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205301,1720530102,2,3,8,1,2,4,3,0,1,0,9,3,7,0,0,11,5,10,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205301,1720530103,2,3,8,1,2,4,3,0,1,0,9,3,7,0,0,11,5,10,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205302,1720530201,2,3,8,1,2,4,3,3,2,0,9,3,7,0,0,12,7,11,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205302,1720530202,2,3,8,1,2,4,3,0,2,0,9,3,7,0,0,12,7,11,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30356310,3035631002,17205302,1720530203,2,3,8,1,2,4,3,0,2,0,9,3,7,0,0,12,7,11,0,0,0,2,5,4,4,4,2,4,6,4,6,4,3,4,4,4,4,4,2,2,0,4,2,1,0,0,0,0,0,0,0,1
30851017,3085101702,20114101,2011410101,2,3,8,1,2,4,1,3,1,0,9,1,2,0,0,6,4,5,0,0,0,1,5,3,3,3,3,3,4,4,2,4,2,4,2,2,4,4,4,3,2,3,1,1,0,0,0,0,0,1,0,0
30851017,3085101702,20114102,2011410201,2,3,8,1,2,4,1,3,2,0,9,1,2,0,0,6,12,5,0,0,0,1,5,3,3,3,3,3,4,4,2,4,2,4,2,2,4,4,4,3,2,3,1,1,0,0,0,0,0,1,0,0
30851017,3085101702,20114103,2011410301,2,3,7,1,2,4,1,3,3,0,9,1,7,0,0,3,13,4,0,0,0,1,5,3,3,3,3,3,4,4,2,4,2,4,2,2,4,4,4,3,2,3,1,1,0,0,0,0,0,1,0,0
30851017,3085101702,20114104,2011410401,2,3,7,1,2,4,1,3,4,0,9,1,7,0,0,3,13,4,0,0,0,1,5,3,3,3,3,3,4,4,2,4,2,4,2,2,4,4,4,3,2,3,1,1,0,0,0,0,0,1,0,0
30851017,3085101702,20114201,2011420101,2,3,2,1,2,3,2,3,1,0,9,1,2,0,0,6,4,5,2,0,0,1,5,3,3,3,3,3,4,4,2,4,2,4,2,2,4,4,4,3,2,3,1,1,0,0,0,0,0,1,0,0
30851017,3085101702,20114202,2011420201,2,3,7,1,2,3,2,3,2,0,9,1,7,0,0,2,13,3,0,0,0,1,5,3,3,3,3,3,4,4,2,4,2,4,2,2,4,4,4,3,2,3,1,1,0,0,0,0,0,1,0,0
30851017,3085101702,20114203,2011420301,2,3,8,1,2,3,2,3,3,0,9,1,7,0,0,5,13,4,0,0,0,1,5,3,3,3,3,3,4,4,2,4,2,4,2,2,4,4,4,3,2,3,1,1,0,0,0,0,0,1,0,0
30851017,3085101702,20114301,2011430101,2,3,8,1,2,7,3,3,1,0,9,1,9,0,0,10,5,7,0,0,0,1,5,3,3,3,3,3,4,4,2,4,2,4,2,2,4,4,4,3,2,3,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013202,2001320201,2,3,4,1,1,4,2,3,2,0,9,3,7,0,0,7,8,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013202,2001320202,2,3,4,1,1,4,2,0,2,0,9,3,7,0,0,7,8,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013202,2001320203,2,3,4,1,1,4,2,0,2,0,9,3,7,0,0,7,8,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013203,2001320301,2,3,4,1,1,4,2,3,3,0,9,3,7,0,0,7,8,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013203,2001320302,2,3,4,1,1,4,2,0,3,0,9,3,7,0,0,7,8,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013203,2001320303,2,3,4,1,1,4,2,0,3,0,9,3,7,0,0,7,8,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013204,2001320401,2,3,7,1,1,4,2,3,4,1,1,1,8,0,0,5,13,10,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013301,2001330101,2,3,4,1,2,3,3,3,1,0,9,3,2,0,0,5,4,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013301,2001330102,2,3,4,1,2,3,3,0,1,0,9,3,2,0,0,5,4,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013301,2001330103,2,3,4,1,2,3,3,0,1,0,9,3,2,0,0,5,4,5,0,0,0,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013302,2001330201,2,3,4,1,2,3,3,3,2,0,9,3,7,0,0,3,7,7,0,0,4,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013302,2001330202,2,3,4,1,2,3,3,0,2,0,9,3,7,0,0,3,7,7,0,0,4,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013302,2001330203,2,3,4,1,2,3,3,0,2,0,9,3,7,0,0,3,7,7,0,0,4,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
60000055,6000005501,13579101,1357910101,2,3,2,1,2,7,1,3,1,0,9,1,2,0,0,13,3,11,2,0,0,1,5,3,2,5,2,5,5,4,2,3,4,3,5,3,3,5,1,1,0,4,1,1,0,0,0,0,0,1,0,0
60000087,6000008701,19883101,1988310101,2,3,6,1,1,4,1,3,1,0,9,1,5,0,0,3,4,3,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883102,1988310201,2,3,7,1,1,4,1,3,2,1,1,1,8,0,0,3,6,8,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883103,1988310301,2,3,7,1,1,4,1,3,3,1,1,1,8,0,0,3,8,6,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883104,1988310401,2,3,6,1,1,4,1,3,4,0,9,1,5,0,0,4,8,3,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883201,1988320101,2,3,3,1,1,3,2,3,1,0,9,3,5,0,0,13,2,11,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883201,1988320102,2,3,3,1,1,3,2,0,1,0,9,3,5,0,0,13,2,11,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883201,1988320103,2,3,3,1,1,3,2,0,1,0,9,3,5,0,0,13,2,11,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883202,1988320201,2,3,3,1,1,3,2,3,2,0,9,3,5,0,0,13,5,11,0,0,6,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883202,1988320202,2,3,3,1,1,3,2,0,2,0,9,3,5,0,0,13,5,11,0,0,6,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883202,1988320203,2,3,3,1,1,3,2,0,2,0,9,3,5,0,0,13,5,11,0,0,6,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883203,1988320301,2,3,6,1,1,3,2,3,3,0,9,1,5,0,0,3,10,3,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883301,1988330101,2,3,6,1,1,4,3,3,1,0,9,1,5,0,0,3,4,3,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883302,1988330201,2,3,6,1,1,4,3,3,2,0,9,1,5,0,0,3,9,3,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883303,1988330301,2,3,6,1,1,4,3,3,3,0,9,1,5,0,0,3,12,3,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000087,6000008701,19883304,1988330401,2,3,6,1,1,4,3,3,4,0,9,1,5,0,0,3,13,3,0,0,0,1,1,5,5,5,2,5,5,4,5,5,4,5,5,4,6,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0
60000235,6000023502,19942301,1994230101,2,3,2,1,2,1,3,3,1,0,9,1,9,0,0,13,8,11,2,0,0,1,5,3,3,4,4,3,5,5,2,5,2,4,2,2,1,4,2,6,0,2,2,1,0,0,0,0,0,1,0,0
60000044,6000004401,20065302,2006530201,2,3,1,1,1,5,3,3,2,0,9,1,1,27,0,13,2,11,1,0,6,1,5,2,3,2,3,2,5,5,1,5,2,4,1,3,2,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0
30826484,3082648401,17435303,1743530301,2,3,8,1,1,3,3,3,3,0,9,3,7,27,0,13,4,11,0,0,0,1,4,3,3,4,4,4,5,5,2,4,2,4,4,3,3,4,3,6,0,2,1,1,0,0,0,0,1,1,0,1
30826484,3082648401,17435303,1743530302,2,3,8,1,1,3,3,0,3,0,9,3,7,27,0,13,4,11,0,0,0,1,4,3,3,4,4,4,5,5,2,4,2,4,4,3,3,4,3,6,0,2,1,1,0,0,0,0,1,1,0,1
30826484,3082648401,17435303,1743530303,2,3,8,1,1,3,3,0,3,0,9,3,7,27,0,13,4,11,0,0,0,1,4,3,3,4,4,4,5,5,2,4,2,4,4,3,3,4,3,6,0,2,1,1,0,0,0,0,1,1,0,1
30826484,3082648402,17436303,1743630301,2,3,8,1,2,3,3,3,3,0,9,3,7,27,0,13,4,11,0,0,0,1,5,5,5,6,5,5,4,4,4,4,4,4,3,3,3,3,3,6,0,2,1,1,0,0,0,0,1,1,0,1
30826484,3082648402,17436303,1743630302,2,3,8,1,2,3,3,0,3,0,9,3,7,27,0,13,4,11,0,0,0,1,5,5,5,6,5,5,4,4,4,4,4,4,3,3,3,3,3,6,0,2,1,1,0,0,0,0,1,1,0,1
30826484,3082648402,17436303,1743630303,2,3,8,1,2,3,3,0,3,0,9,3,7,27,0,13,4,11,0,0,0,1,5,5,5,6,5,5,4,4,4,4,4,4,3,3,3,3,3,6,0,2,1,1,0,0,0,0,1,1,0,1
30876979,3087697901,19913103,1991310301,2,3,8,1,1,3,1,3,3,0,9,4,1,27,0,13,9,2,0,0,0,1,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,1,1,0,3,1,1,0,0,0,0,0,1,0,0
30876979,3087697901,19913103,1991310302,2,3,8,1,1,3,1,0,3,0,9,4,1,27,0,13,9,2,0,0,0,1,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,1,1,0,3,1,1,0,0,0,0,0,1,0,0
30876979,3087697901,19913103,1991310303,2,3,8,1,1,3,1,0,3,0,9,4,1,27,0,13,9,2,0,0,0,1,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,1,1,0,3,1,1,0,0,0,0,0,1,0,0
30876979,3087697901,19913103,1991310304,2,3,8,1,1,3,1,0,3,0,9,4,1,27,0,13,9,2,0,0,0,1,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,1,1,0,3,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013201,2001320101,2,3,3,1,1,4,2,3,1,0,9,6,7,27,0,13,5,11,0,0,3,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013201,2001320102,2,3,3,1,1,4,2,0,1,0,9,6,7,27,0,13,5,11,0,0,3,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013201,2001320103,2,3,3,1,1,4,2,0,1,0,9,6,7,27,0,13,5,11,0,0,3,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013201,2001320104,2,3,3,1,1,4,2,0,1,0,9,6,7,27,0,13,5,11,0,0,3,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013201,2001320105,2,3,3,1,1,4,2,0,1,0,9,6,7,27,0,13,5,11,0,0,3,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
30899566,3089956601,20013201,2001320106,2,3,3,1,1,4,2,0,1,0,9,6,7,27,0,13,5,11,0,0,3,1,4,4,5,4,6,4,5,4,2,5,2,4,4,4,2,5,1,1,0,5,1,1,0,0,0,0,0,1,0,0
60000146,6000014601,13140102,1314010201,2,3,2,1,1,2,1,3,2,0,9,1,7,28,0,13,5,11,2,0,0,1,3,4,4,5,4,4,4,4,3,5,4,4,4,4,6,6,1,1,0,7,0,0,0,0,0,0,0,1,0,0
30204076,3020407601,14445302,1444530201,2,3,8,1,1,3,3,3,2,0,9,1,7,26,0,13,5,11,0,16,6,2,5,2,2,5,1,4,5,4,1,3,1,3,4,2,2,3,2,2,0,4,2,1,1,0,1,0,0,1,0,1
60000235,6000023502,19942202,1994220201,2,3,1,1,2,2,2,3,2,0,9,1,9,25,0,1,5,11,1,0,0,1,5,3,3,4,4,3,5,5,2,5,2,4,2,2,1,4,2,6,0,2,2,1,0,0,0,0,0,1,0,0
30865355,3086535501,14959101,1495910101,2,3,2,1,1,1,0,3,1,0,9,1,7,0,88,13,13,11,2,0,0,1,4,4,4,4,3,4,4,4,2,4,3,4,4,4,3,4,1,1,0,4,1,1,0,0,0,0,0,1,0,0
30749145,3074914501,15716303,1571630301,2,3,7,1,1,3,3,1,2,0,9,1,7,27,88,4,7,9,0,0,0,1,3,4,2,5,2,5,5,3,4,4,2,3,4,1,1,3,1,1,0,1,1,1,0,0,1,0,0,1,0,0
30753758,3075375801,16620101,1662010101,2,3,1,1,2,2,1,1,1,0,9,1,9,27,88,3,7,5,1,0,0,1,4,4,4,2,2,5,5,5,3,4,3,4,2,2,5,5,4,3,2,6,1,1,0,0,0,0,0,0,0,0
30753758,3075375801,16620201,1662020101,2,3,1,1,2,2,2,1,1,0,9,1,1,27,88,6,5,4,1,0,0,1,4,4,4,2,2,5,5,5,3,4,3,4,2,2,5,5,4,3,2,6,1,1,0,0,0,0,0,0,0,0
30581199,3058119901,18418101,1841810101,2,3,3,1,1,2,1,1,1,0,9,4,7,27,88,8,5,7,0,0,2,1,4,4,3,5,3,3,4,3,4,4,2,4,4,4,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1
30581199,3058119901,18418101,1841810102,2,3,3,1,1,2,1,0,1,0,9,4,7,27,88,8,5,7,0,0,2,1,4,4,3,5,3,3,4,3,4,4,2,4,4,4,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1
30581199,3058119901,18418101,1841810103,2,3,3,1,1,2,1,0,1,0,9,4,7,27,88,8,5,7,0,0,2,1,4,4,3,5,3,3,4,3,4,4,2,4,4,4,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1
30581199,3058119901,18418101,1841810104,2,3,3,1,1,2,1,0,1,0,9,4,7,27,88,8,5,7,0,0,2,1,4,4,3,5,3,3,4,3,4,4,2,4,4,4,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1
